Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCJ05,OUT018,2176.502686
FDF59,OUT046,2053.844727
NCO05,OUT035,1627.075195
FDW24,OUT018,646.9633179
NCX42,OUT018,2396.835693
NCA53,OUT035,834.5289917
FDI45,OUT019,465.6583557
FDG46,OUT046,1886.387939
FDM20,OUT010,666.1065674
FDW11,OUT010,230.0111694
FDX08,OUT035,2929.071777
NCK17,OUT035,724.6688843
FDK32,OUT018,2173.049072
NCA42,OUT035,2634.928711
DRI01,OUT035,2934.970703
NCL55,OUT049,4065.401855
DRE25,OUT018,1418.124756
FDD14,OUT017,3194.010498
FDB10,OUT046,3941.239258
DRN11,OUT035,2448.398438
FDP38,OUT018,652.178833
NCA30,OUT017,3161.08667
FDT15,OUT017,3220.763916
NCP55,OUT018,784.8277588
FDF12,OUT035,2448.398438
FDM21,OUT018,3600.403076
FDX56,OUT035,3717.062744
FDF10,OUT017,2448.398438
FDT32,OUT045,3127.564697
FDM51,OUT018,1504.141479
NCR50,OUT018,2185.061768
FDI19,OUT049,3948.560303
FDX21,OUT017,1685.904053
FDR31,OUT035,2455.520752
FDY02,OUT013,4089.239014
NCA29,OUT045,2882.962891
NCX17,OUT046,3756.764893
FDM12,OUT045,3127.564697
FDI53,OUT027,3957.467285
NCU30,OUT049,2706.626709
FDC56,OUT027,3217.232666
FDK27,OUT018,1840.20813
NCK18,OUT017,2777.936035
FDB52,OUT019,838.7403564
DRG25,OUT027,5057.441895
FDZ13,OUT049,919.5266113
FDB57,OUT019,705.8006592
FDR40,OUT046,1347.857422
NCO14,OUT019,93.46903229
NCN19,OUT045,3088.135254
FDQ28,OUT019,405.1539612
FDO13,OUT018,2385.499023
FDK48,OUT013,1319.37085
FDU07,OUT018,2168.892334
FDW20,OUT046,2055.205566
FDV12,OUT010,296.5211487
FDH24,OUT013,2573.354736
FDV59,OUT049,3573.067383
FDK57,OUT045,1939.328247
FDL16,OUT027,1297.989502
NCQ17,OUT046,2408.142822
FDJ15,OUT018,2763.584961
FDX24,OUT049,1483.896118
FDT47,OUT046,1581.352539
FDT10,OUT049,948.1245117
FDZ37,OUT018,1213.382324
FDW43,OUT027,6012.163086
DRN36,OUT017,1608.737061
FDJ14,OUT045,1316.07312
FDA32,OUT013,3542.783447
FDJ38,OUT019,547.9473877
FDQ57,OUT017,2464.804443
NCQ41,OUT019,502.0145569
FDG56,OUT049,946.664856
DRC13,OUT027,3284.914551
FDV55,OUT035,2451.364014
FDQ49,OUT045,2518.105469
FDE29,OUT010,241.0291748
FDR03,OUT013,3621.210693
FDD45,OUT049,1482.776001
FDN38,OUT010,677.9317017
FDT56,OUT046,943.463501
FDT48,OUT045,3215.498291
FDU03,OUT049,2858.479248
FDC56,OUT010,353.0544434
NCO43,OUT027,2576.136475
FDQ27,OUT017,1695.238037
FDR03,OUT046,3650.489258
DRH23,OUT010,240.282135
FDG22,OUT045,677.3198242
NCJ42,OUT013,1654.010864
FDR24,OUT046,1449.075195
FDW60,OUT035,2930.87793
FDJ08,OUT013,3092.45166
DRL59,OUT018,756.6090698
FDG60,OUT010,557.7770386
FDW27,OUT017,2450.01416
FDX14,OUT018,1167.643555
FDC20,OUT013,931.4763794
NCS29,OUT018,3574.594238
FDJ56,OUT046,1591.603394
FDB20,OUT019,297.6129456
FDL28,OUT027,6165.274414
FDW01,OUT018,2168.892334
FDL03,OUT046,3107.011963
FDX22,OUT049,3754.416016
FDJ21,OUT035,2461.507568
FDR31,OUT045,2413.744385
FDG21,OUT035,2449.461182
FDS22,OUT027,1129.472656
FDK08,OUT035,1609.322998
FDE17,OUT018,2168.892334
NCN30,OUT017,1609.564087
FDT50,OUT046,1577.422241
NCX42,OUT049,2708.608398
FDJ12,OUT035,3745.532715
NCA18,OUT027,3027.017334
FDP23,OUT019,545.6174927
FDX12,OUT013,3955.631836
FDN40,OUT018,2169.51123
FDV48,OUT035,1354.705811
NCY54,OUT013,2837.252686
FDL16,OUT010,140.7333374
FDR45,OUT018,3487.077148
FDJ52,OUT046,2691.769287
DRG01,OUT017,1353.734253
FDP52,OUT013,3994.98291
FDU58,OUT017,3194.446289
FDL02,OUT045,1658.522949
FDG28,OUT013,3926.818115
FDA19,OUT035,2094.457275
FDW46,OUT027,1886.516968
NCD43,OUT049,1667.645264
DRG39,OUT013,902.3808594
NCF55,OUT049,684.4506226
FDJ07,OUT046,1882.808716
FDE08,OUT046,2408.974365
FDP56,OUT019,142.7686157
FDT45,OUT045,921.2867432
FDF17,OUT018,2748.606689
FDX44,OUT046,1367.577881
FDM28,OUT027,4680.63916
FDI36,OUT049,3120.754883
FDS07,OUT045,1872.710205
FDD36,OUT045,1887.853394
FDW11,OUT046,947.7242432
FDN40,OUT049,2418.544189
NCQ18,OUT049,1579.228882
NCQ54,OUT017,2814.872314
NCS42,OUT045,1445.564087
DRH39,OUT010,284.5163574
FDC09,OUT027,2583.578613
FDT08,OUT010,392.431427
FDC08,OUT035,3903.395264
FDT20,OUT017,710.2521973
FDS35,OUT035,1124.791138
FDX58,OUT018,2789.029297
FDW58,OUT046,1664.219727
DRD27,OUT046,1586.346802
FDH32,OUT019,293.6541443
FDS26,OUT035,4061.686523
FDQ31,OUT046,1366.08606
FDP11,OUT018,3108.7854
FDD58,OUT017,1610.794556
FDM33,OUT045,3568.958984
FDZ16,OUT049,3113.039551
NCS29,OUT010,799.9099731
NCM18,OUT019,243.3511353
FDP11,OUT049,3579.447021
NCC42,OUT017,2219.220947
DRM23,OUT046,2844.263428
NCN55,OUT027,6123.622559
FDK46,OUT013,4081.906006
FDR01,OUT046,3099.678955
NCA05,OUT045,2425.059814
NCP43,OUT017,2929.196045
FDR12,OUT010,452.0953979
FDQ01,OUT013,3910.503662
FDM13,OUT046,2133.525879
FDQ19,OUT017,4007.553711
FDK56,OUT019,536.6976318
NCX06,OUT010,571.2816162
FDO56,OUT027,3031.929688
FDU45,OUT045,1881.134399
FDI16,OUT019,242.6040039
FDL32,OUT046,1876.134033
FDA07,OUT046,2052.285889
FDA14,OUT045,2409.587646
FDV46,OUT027,3301.014404
NCO07,OUT035,3578.642334
NCP41,OUT046,1666.632324
FDY60,OUT018,1955.239258
FDN38,OUT017,3979.270752
FDO15,OUT046,1237.622192
FDT60,OUT013,2034.926636
FDA55,OUT035,3903.395264
FDE02,OUT010,287.8764954
DRJ39,OUT049,3685.570801
FDV34,OUT035,1241.729004
FDS20,OUT027,5153.373047
FDF02,OUT027,2609.043945
FDW40,OUT017,2294.141357
NCB43,OUT046,3098.098389
FDR58,OUT017,1482.15979
DRJ59,OUT035,725.5288696
NCD30,OUT017,1615.262207
FDE14,OUT017,1608.393921
FDC28,OUT018,1497.70459
FDU16,OUT018,1195.74939
NCD19,OUT035,968.5114136
FDU21,OUT046,684.9946289
FDV59,OUT027,5496.53125
FDU03,OUT045,3160.820801
FDC33,OUT010,559.6591797
NCR42,OUT035,711.0458984
DRH59,OUT035,1266.559448
NCM31,OUT035,2213.336914
FDS50,OUT035,3903.395264
FDP39,OUT046,910.5341187
FDQ55,OUT013,1882.009033
FDV36,OUT019,381.1947327
FDI05,OUT027,2205.66626
FDS45,OUT027,2585.614746
FDA39,OUT045,685.8180542
FDC37,OUT010,342.4429321
FDJ60,OUT027,4287.965332
DRQ35,OUT046,2047.055054
NCJ06,OUT046,1912.214844
NCY42,OUT018,2181.27002
DRM37,OUT049,3114.655029
FDR14,OUT045,913.9820557
FDE51,OUT049,713.439209
FDT33,OUT017,2812.890625
FDR08,OUT013,1880.924561
FDE36,OUT010,434.719635
FDL22,OUT019,296.9564514
FDR44,OUT013,2163.772461
FDI56,OUT019,304.8792114
FDE47,OUT010,371.9771729
FDV27,OUT010,291.5760193
FDV10,OUT049,703.5133057
FDC40,OUT045,1319.332886
NCX41,OUT013,3670.874023
NCQ38,OUT027,2543.098633
FDV12,OUT027,2586.223145
FDE52,OUT017,1399.274414
FDG20,OUT027,4630.42041
FDV16,OUT027,1128.63855
FDI32,OUT017,1903.041626
FDJ32,OUT049,948.1245117
FDN39,OUT018,2441.980225
FDY34,OUT017,2814.872314
FDC14,OUT035,729.4412231
FDA55,OUT017,3903.395264
FDZ50,OUT010,538.4955444
DRG13,OUT049,2695.935791
FDP01,OUT013,2401.348145
NCG54,OUT017,2918.403809
FDM13,OUT045,2169.473633
NCO18,OUT027,4660.943359
NCW41,OUT013,2419.938721
FDM52,OUT027,3669.473877
NCF55,OUT035,712.6321411
FDT09,OUT046,2134.012695
NCM19,OUT035,1791.146362
FDW12,OUT018,2179.319336
FDP15,OUT019,739.8071289
FDK36,OUT045,797.5440063
FDZ25,OUT035,2939.460938
NCW06,OUT049,3135.358887
FDW60,OUT046,2843.158203
DRC49,OUT013,2401.348145
NCT17,OUT035,3189.862061
NCN06,OUT018,2397.521973
FDC45,OUT013,2840.793945
DRJ47,OUT019,471.6647339
NCF06,OUT045,4063.621094
FDE21,OUT010,356.9626465
DRG27,OUT013,696.0310059
FDW40,OUT049,2179.052246
NCO53,OUT046,3094.557129
FDE23,OUT049,750.5167236
FDQ16,OUT046,1673.451538
FDS26,OUT045,4001.089111
FDZ13,OUT010,151.1772461
FDS14,OUT049,2425.391113
FDC10,OUT045,1875.0448
FDY16,OUT049,3138.083252
FDJ20,OUT035,2075.755127
FDV43,OUT035,730.2315063
FDZ32,OUT027,2599.393066
FDR23,OUT046,2850.885742
FDN24,OUT035,960.8770142
FDE34,OUT027,5135.876953
FDU31,OUT013,3547.504639
FDW33,OUT018,1511.044067
FDU26,OUT046,1883.11084
FDE20,OUT027,4227.393555
NCW05,OUT035,1688.85437
FDB22,OUT018,2169.51123
FDO56,OUT046,1882.39209
FDA19,OUT027,3332.877197
DRI39,OUT045,939.7832642
FDH52,OUT018,793.8772583
FDZ50,OUT035,3212.496094
NCN42,OUT035,2458.293457
FDB53,OUT013,2401.967041
DRG11,OUT017,1695.527588
DRK11,OUT027,3621.218994
FDQ60,OUT017,2073.587402
FDT36,OUT017,715.0844116
DRG25,OUT018,2763.584961
DRJ23,OUT046,3119.000488
FDG05,OUT035,2623.917725
NCK06,OUT018,1840.20813
FDU52,OUT017,2453.800537
FDW07,OUT018,1222.681763
NCM17,OUT045,748.5657959
FDA22,OUT045,2744.648438
NCA41,OUT018,2760.74292
FDF38,OUT035,728.3474731
FDH52,OUT046,971.253418
FDY58,OUT019,672.6710815
FDZ16,OUT045,3105.453857
NCM18,OUT017,979.965332
FDA22,OUT018,2442.599121
NCJ43,OUT035,2930.973633
FDI34,OUT027,6198.375977
FDG56,OUT046,951.4956055
FDS34,OUT046,1873.032349
DRC01,OUT035,832.961853
FDQ04,OUT035,722.7750854
FDK04,OUT035,965.7650757
FDT51,OUT049,1762.658936
FDV26,OUT017,3174.930664
FDS04,OUT049,2179.052246
FDW43,OUT018,3526.522461
FDQ28,OUT010,399.7953186
NCK06,OUT017,2087.057861
FDS23,OUT018,1905.220825
FDZ36,OUT019,542.5204468
FDE56,OUT018,836.5545654
FDW10,OUT027,4641.726074
NCN14,OUT045,3100.072021
NCQ18,OUT045,1574.704834
FDW08,OUT017,1688.85437
FDU43,OUT035,4020.171875
FDR33,OUT010,351.0022278
FDM24,OUT010,401.1723328
NCZ05,OUT046,1659.921021
NCV41,OUT035,1914.984375
FDV11,OUT018,2535.161621
NCY05,OUT035,709.8050537
FDV44,OUT018,2758.127441
FDW32,OUT049,1354.627563
NCU18,OUT027,3357.840332
NCC43,OUT035,4079.007813
FDW19,OUT013,1757.109375
FDN31,OUT035,3183.032959
FDI48,OUT045,801.0843506
FDS24,OUT017,1478.496338
FDF46,OUT049,1876.093018
DRG23,OUT017,2449.461182
FDG14,OUT018,2173.049072
NCY30,OUT049,2899.125244
FDO28,OUT018,1833.130127
DRD24,OUT035,2227.354004
FDI33,OUT049,1455.889526
FDN32,OUT046,3093.291992
FDR16,OUT045,3511.132813
FDF26,OUT046,2405.13208
NCN29,OUT018,650.1166992
FDE20,OUT045,2754.241943
FDA46,OUT046,3093.302979
FDU28,OUT045,3097.894775
FDQ48,OUT045,1582.999268
FDV36,OUT013,2063.990967
FDR14,OUT018,775.2508545
FDP23,OUT017,3659.437988
FDP56,OUT013,798.3682251
FDK48,OUT010,285.8358765
FDR48,OUT046,2405.436523
NCY29,OUT049,940.5348511
FDM22,OUT018,772.5700073
DRJ01,OUT013,2665.217285
FDZ43,OUT045,3944.553955
FDV03,OUT035,2453.800537
FDX11,OUT027,5135.876953
NCA41,OUT027,5450.683594
FDE38,OUT017,2804.20166
FDI27,OUT018,633.4360352
FDN32,OUT013,3118.794922
NCN43,OUT017,2087.057861
FDB47,OUT027,5677.937988
FDV03,OUT017,2457.109619
NCN30,OUT045,1575.298096
NCV54,OUT010,363.0101013
FDV07,OUT013,1720.807251
FDP07,OUT049,3098.133301
FDK48,OUT018,1057.133545
FDM15,OUT019,400.2836914
FDY19,OUT027,3035.47168
FDK46,OUT046,4085.056885
FDY11,OUT045,1094.952393
FDH09,OUT046,908.2714233
FDO08,OUT027,4235
FDU14,OUT013,4153.291016
FDD22,OUT027,3038.203857
FDM27,OUT017,2544.451172
FDL02,OUT027,2609.043945
NCA17,OUT035,2460.446777
FDE38,OUT019,435.9076538
NCG07,OUT049,3135.150391
DRC27,OUT013,3906.051514
FDA27,OUT035,3820.724609
FDW40,OUT045,2173.151123
DRI11,OUT013,1879.707764
FDN50,OUT046,1577.440796
FDR12,OUT046,2865.933105
FDT34,OUT027,2649.806396
FDW11,OUT035,977.56073
NCO30,OUT027,5060.708984
FDZ34,OUT017,3176.239502
FDU45,OUT017,1917.868774
NCD42,OUT035,714.1992798
FDX25,OUT045,2862.410156
NCR29,OUT046,935.1381226
FDX43,OUT019,460.8042603
FDB04,OUT010,302.7677002
FDR49,OUT027,1290.869751
FDS39,OUT018,1955.239258
FDW58,OUT045,1657.449707
FDG22,OUT019,38.48173523
FDG31,OUT017,1000.924133
NCV53,OUT027,5883.300293
DRJ37,OUT035,2452.426758
FDV07,OUT035,1796.116943
FDW52,OUT018,2422.529785
FDT15,OUT045,3165.50415
FDD02,OUT018,1715.945435
FDM16,OUT035,1243.088989
NCE55,OUT046,2835.776123
FDB57,OUT018,3370.057617
FDQ04,OUT013,700.3283081
FDQ47,OUT019,51.8142395
FDY14,OUT019,720.3514404
DRK37,OUT017,3183.580078
FDO25,OUT017,3652.904297
FDL57,OUT046,4085.056885
NCK29,OUT018,1845.497803
FDK46,OUT027,6244.577148
NCB43,OUT010,536.6014404
DRE01,OUT027,6069.741211
FDC46,OUT018,2756.678223
FDQ23,OUT045,1664.330811
FDX38,OUT049,802.5657959
FDG60,OUT018,3457.891113
FDW55,OUT017,4014.864258
FDP39,OUT013,795.3428345
FDB20,OUT018,1169.290527
FDV21,OUT017,2075.755127
FDZ02,OUT013,1573.65564
FDP19,OUT027,3327.457275
FDA38,OUT035,4050.363281
FDH22,OUT045,2055.647217
DRM11,OUT045,4090.918457
FDO12,OUT027,4994.055176
FDT14,OUT049,1944.374878
FDW34,OUT010,666.1065674
FDG04,OUT027,4707.052246
FDW59,OUT018,1205.641968
FDR33,OUT018,1515.800903
FDP32,OUT013,2050.200439
FDL13,OUT027,6095.158203
FDD22,OUT013,1872.029907
FDV40,OUT027,1831.687134
NCD55,OUT046,701.8331299
FDQ20,OUT010,47.67433548
FDD28,OUT045,932.0392456
FDC39,OUT045,3594.608398
NCR17,OUT049,1892.377441
DRO35,OUT018,1723.278442
FDF40,OUT049,4051.189453
FDR31,OUT018,2171.986328
NCQ41,OUT017,3165.04541
FDP38,OUT046,802.7213745
NCU54,OUT027,5658.915527
FDG22,OUT018,527.1734619
DRK59,OUT013,3892.18335
FDC37,OUT046,1666.795898
NCO42,OUT013,2415.757568
NCT42,OUT017,2466.836182
FDX27,OUT035,1604.323608
FDV40,OUT018,1057.510132
FDT45,OUT027,1671.564331
FDS47,OUT019,300.0359802
FDR45,OUT035,4049.35791
FDB03,OUT045,3816.516113
FDO49,OUT035,939.2467041
FDU60,OUT027,4377.017578
FDB26,OUT018,755.5629272
FDB46,OUT017,3558.833008
FDQ37,OUT019,536.0792236
FDN03,OUT017,4106.291504
NCX30,OUT045,4055.728027
FDK32,OUT019,387.6576233
DRM47,OUT013,3112.287842
NCO02,OUT046,1096.525635
FDP04,OUT013,1088.289917
NCO43,OUT049,1651.309814
FDD59,OUT013,1336.886841
FDQ10,OUT017,2934.970703
FDW45,OUT035,2460.446777
NCK30,OUT049,4106.990723
FDU31,OUT018,3114.576172
NCQ17,OUT019,400.4665833
FDN01,OUT017,2916.746582
FDZ19,OUT049,2847.822266
DRG37,OUT017,2469.833008
FDE32,OUT045,676.6915283
FDO34,OUT049,2761.833984
FDM04,OUT019,146.6154785
FDZ25,OUT049,2889.675293
FDU08,OUT049,1589.121094
NCW30,OUT045,4008.243164
NCM18,OUT013,946.8799438
FDS22,OUT035,732.2592163
NCH18,OUT017,3987.148926
FDC23,OUT013,2860.496826
FDY46,OUT013,3113.537842
NCU06,OUT046,3968.996582
FDX57,OUT045,1574.293213
FDX36,OUT027,5828.056152
FDL16,OUT045,806.6511841
FDT16,OUT010,879.4777222
FDN16,OUT018,1500.132324
FDC03,OUT046,3110.116943
DRF60,OUT013,3945.520752
FDS27,OUT027,5325.84375
FDP33,OUT010,739.4061279
FDJ36,OUT018,1497.951782
NCR42,OUT013,673.991272
FDV14,OUT017,1389.258423
NCP42,OUT035,3188.21582
FDB50,OUT027,2232.79126
NCC30,OUT027,4634.716309
FDA23,OUT018,1505.044434
FDW16,OUT017,1482.15979
FDQ52,OUT010,676.4174194
FDB58,OUT049,2261.718506
NCP29,OUT049,1099.967529
NCM05,OUT045,4077.642822
FDO25,OUT013,3572.089844
NCM54,OUT046,2058.75708
NCL54,OUT046,2858.600098
FDL39,OUT010,489.867218
FDF53,OUT018,2538.628662
NCQ42,OUT035,2103.540039
FDF58,OUT013,966.4789429
FDZ04,OUT035,1125.435303
FDE26,OUT019,383.6364441
FDS60,OUT017,2943.547363
FDV58,OUT017,3149.54834
FDM04,OUT045,904.3522339
FDE08,OUT035,2455.520752
NCB43,OUT049,3119.174316
FDU11,OUT010,376.8375854
FDF22,OUT019,501.379364
FDE24,OUT013,2166.831055
DRJ49,OUT046,2136.980957
NCQ53,OUT035,4050.231201
NCL41,OUT013,673.991272
FDR22,OUT013,1758.565186
FDH04,OUT035,1480.91748
DRH15,OUT045,705.3637695
FDY40,OUT049,802.5657959
NCI17,OUT035,1604.05249
NCC18,OUT013,2836.617432
FDY28,OUT027,5594.887695
FDB45,OUT027,2582.427002
NCL30,OUT018,1845.365845
FDM10,OUT017,3607.239502
FDH22,OUT027,3300.332275
NCZ53,OUT017,3193.142334
NCI18,OUT013,3780.5896
FDH14,OUT027,3362.752686
FDR36,OUT027,1170.859253
FDW01,OUT045,2410.650391
FDK02,OUT027,3067.903809
FDJ02,OUT018,2182.239014
FDU55,OUT013,4102.443848
NCV18,OUT027,2267.907715
FDH14,OUT018,1945.575439
FDZ37,OUT045,1449.604126
FDX49,OUT049,3768.935791
NCD43,OUT046,1666.632324
FDZ07,OUT013,949.1571655
FDK43,OUT035,2108.866699
FDR32,OUT018,3471.375488
FDT39,OUT013,2412.375732
NCV54,OUT017,1985.642456
FDF38,OUT018,544.4750366
FDV60,OUT046,3081.525635
FDH44,OUT027,3669.473877
FDS21,OUT046,948.7290649
NCL41,OUT045,677.3198242
FDM46,OUT017,1602.388306
FDU27,OUT045,806.6511841
NCJ54,OUT017,3974.352539
DRG51,OUT018,2422.258545
NCA29,OUT019,453.4202881
FDR47,OUT045,3134.610352
NCL19,OUT027,3305.752197
DRG01,OUT049,1318.662354
FDG10,OUT046,938.6747437
NCV05,OUT049,2429.596924
NCH18,OUT019,631.2147827
FDV14,OUT018,1204.637085
DRJ23,OUT035,3189.862061
DRJ11,OUT046,3113.042725
FDZ03,OUT017,3178.208252
FDI27,OUT010,127.1158295
FDJ14,OUT018,1191.010376
FDU32,OUT017,1988.5625
FDD47,OUT027,4632.474121
DRF36,OUT035,3193.142334
FDM21,OUT046,4079.408447
FDV10,OUT018,547.8223877
FDH60,OUT018,2743.92334
FDX47,OUT010,392.0605774
FDT19,OUT019,462.535614
FDO11,OUT045,3786.447266
FDH24,OUT027,3957.552002
FDL02,OUT018,1511.044067
FDB02,OUT049,2885.05249
FDA43,OUT046,3110.116943
FDG52,OUT045,785.2259521
DRC12,OUT013,3116.591797
FDY37,OUT018,1955.239258
NCU18,OUT045,2172.532227
FDU09,OUT035,967.2374878
DRJ25,OUT027,1353.428467
DRE12,OUT018,1710.095337
DRL47,OUT017,2085.113037
DRK01,OUT046,1566.894409
FDC22,OUT019,535.1914673
FDG44,OUT013,928.3447876
FDW04,OUT035,2161.109375
FDK09,OUT049,3848.28125
NCN43,OUT035,2087.851563
FDG04,OUT049,3086.882568
FDH32,OUT010,289.5406799
DRI47,OUT017,2465.773438
DRE15,OUT013,1232.707886
FDY11,OUT035,1128.678345
FDO60,OUT049,751.5073853
FDQ20,OUT018,547.2159424
FDO57,OUT027,4208.956543
FDT14,OUT019,365.8482361
FDA57,OUT049,696.4873657
DRN35,OUT017,713.3952637
FDJ03,OUT046,805.3243408
FDX28,OUT017,1673.334351
DRE25,OUT045,1445.564087
FDR09,OUT046,4044.823486
FDB23,OUT035,3834.01001
FDO08,OUT045,2687.55127
FDQ23,OUT049,1654.318604
FDW04,OUT013,2114.837646
DRK13,OUT010,522.0036011
NCL17,OUT027,3355.04541
FDY21,OUT035,3157.753906
FDJ38,OUT027,5064.132324
FDA37,OUT019,378.1695862
FDV43,OUT013,745.2371216
FDL36,OUT046,1449.075195
FDD53,OUT045,695.086853
FDZ19,OUT010,467.5144958
FDV21,OUT045,2049.729004
NCL54,OUT018,2542.875977
DRI47,OUT027,3661.516113
DRG03,OUT049,2421.234375
FDG21,OUT013,2401.967041
FDW03,OUT018,1508.053223
NCI55,OUT046,2051.82373
DRC36,OUT019,457.0684204
FDH22,OUT017,2091.220703
FDV20,OUT045,2054.505615
NCU41,OUT027,5432.913574
FDN46,OUT027,2624.345703
FDK50,OUT045,2703.53125
NCA05,OUT027,3669.473877
DRH01,OUT018,2550.10376
FDT08,OUT018,2171.986328
FDM08,OUT018,3352.278809
FDZ07,OUT035,981.104248
FDS22,OUT017,819.269165
FDV35,OUT027,3682.749268
FDI28,OUT010,290.952301
FDW58,OUT027,2478.282959
FDT52,OUT045,3926.73584
FDY34,OUT046,2678.815674
FDR10,OUT046,2565.213623
FDK57,OUT017,1971.18689
FDR02,OUT027,2597.581055
FDX49,OUT046,3749.236572
FDQ20,OUT046,697.1217041
DRK23,OUT045,4056.697998
NCW06,OUT046,3114.074463
FDR31,OUT017,2455.520752
NCE43,OUT013,2720.181152
DRO59,OUT027,2173.585693
FDN09,OUT049,3993.771484
FDR11,OUT046,2668.686768
FDO57,OUT013,2665.217285
NCX18,OUT017,3167.902588
FDB05,OUT018,3532.228271
FDQ08,OUT018,794.8820801
NCG43,OUT035,1606.317749
FDJ56,OUT013,1654.259155
FDA13,OUT010,49.1893692
FDO56,OUT017,1913.872925
FDB37,OUT018,3475.732422
FDZ02,OUT018,1421.788208
FDQ24,OUT046,4033.346924
FDM16,OUT013,1206.763428
FDU35,OUT049,1583.976807
FDT35,OUT035,2796.32373
NCX30,OUT049,4018.859131
FDG04,OUT017,3156.905518
FDI12,OUT035,1384.751709
FDE35,OUT035,977.56073
NCP14,OUT027,2609.043945
NCY53,OUT045,1751.524536
FDP49,OUT017,966.4437866
FDQ04,OUT017,733.0046997
FDM39,OUT035,2898.356689
FDO58,OUT019,434.4366455
FDC56,OUT017,1906.517456
NCQ54,OUT046,2745.834717
FDV10,OUT027,1142.454468
NCK17,OUT046,695.4745483
NCF55,OUT027,1101.110107
FDV33,OUT013,3945.294678
NCH29,OUT019,284.0672607
FDA37,OUT027,3263.977783
FDH46,OUT018,1506.467041
FDS25,OUT035,1782.997192
FDH04,OUT027,2371.557129
FDX52,OUT046,3119.000488
NCD42,OUT017,713.4055786
FDW47,OUT017,2080.942627
FDL25,OUT027,2479.764404
NCJ06,OUT010,363.0101013
FDY09,OUT013,2863.650635
FDS40,OUT046,685.0049438
FDH41,OUT017,3607.239502
FDG38,OUT035,1390.22998
FDU03,OUT027,4650.354004
FDV20,OUT046,2053.844727
DRB13,OUT045,3088.135254
NCQ30,OUT013,1949.008301
NCH06,OUT013,3851.355469
FDU50,OUT018,1714.251953
NCO42,OUT019,390.6580505
FDW09,OUT018,1162.508667
FDH04,OUT013,1444.591919
FDC21,OUT045,1658.894287
FDL21,OUT049,699.6407471
FDM46,OUT010,289.8102112
FDT22,OUT019,243.3511353
FDB28,OUT035,3138.031738
FDI12,OUT018,1222.681763
FDA28,OUT045,2053.499756
FDF59,OUT013,2049.581543
FDM45,OUT027,3267.493896
FDQ56,OUT017,1379.451172
FDR46,OUT049,2413.281006
FDT01,OUT013,3465.904541
FDD16,OUT027,2072.284668
NCU30,OUT010,433.919342
FDM40,OUT010,387.430603
FDI56,OUT035,1507.599609
NCS30,OUT013,2050.723145
FDU08,OUT017,1615.262207
FDX51,OUT027,5409.706055
FDA43,OUT045,3123.607178
FDX59,OUT010,37.41149139
FDC37,OUT018,1507.007202
FDP58,OUT013,3471.765381
NCY42,OUT035,2227.749023
FDF21,OUT018,2751.089844
FDU10,OUT027,1118.914917
DRL47,OUT018,1842.212524
FDA58,OUT018,3434.134033
FDJ22,OUT049,3132.532227
FDK50,OUT046,2578.262939
FDO38,OUT035,1353.058838
DRF60,OUT035,4020.171875
NCZ42,OUT019,718.0804443
FDD35,OUT049,1892.377441
FDL25,OUT045,1478.251953
FDJ16,OUT013,937.7683716
DRK59,OUT049,3910.427734
FDI50,OUT046,4013.386719
NCB19,OUT045,1364.687988
DRI37,OUT035,975.2610474
FDA14,OUT027,3669.054688
FDC08,OUT018,3525.945313
FDS45,OUT046,1668.393677
FDI21,OUT049,1094.135986
DRJ47,OUT035,2922.105225
DRE37,OUT027,5025.62207
FDT55,OUT018,2294.142822
NCG42,OUT027,3292.810303
FDA31,OUT049,2863.515381
NCW42,OUT046,3822.105957
FDF50,OUT017,3157.12915
FDK56,OUT049,3119.174316
FDX10,OUT035,715.6691895
NCK07,OUT027,4228.213379
FDZ49,OUT017,3778.637207
FDR33,OUT013,1670.352173
FDO44,OUT018,1587.779419
FDA20,OUT046,3116.251709
NCL30,OUT045,2064.566162
FDI05,OUT019,295.3530884
FDQ12,OUT018,3522.266846
FDH47,OUT017,1603.529907
FDH34,OUT018,2762.71167
FDF29,OUT046,2147.935303
FDG40,OUT018,527.1734619
NCE18,OUT017,4118.508789
FDP21,OUT010,554.8893433
FDY50,OUT013,1360.545044
FDB36,OUT049,2071.434326
NCZ29,OUT049,2060.406738
FDU20,OUT018,1724.597412
FDO56,OUT013,1877.494263
FDW31,OUT049,3122.229248
DRH59,OUT013,1230.233887
NCB30,OUT017,3181.604004
FDK43,OUT027,3281.906982
FDW43,OUT045,4026.278564
NCL19,OUT017,2227.749023
FDJ27,OUT046,1593.267578
FDC45,OUT046,2723.650635
FDY40,OUT035,839.1764526
NCM41,OUT035,1483.493652
NCK18,OUT019,467.3439331
FDP37,OUT049,2128.200439
FDA27,OUT027,5902.68457
NCX30,OUT035,4014.864258
FDR09,OUT017,4087.297607
FDG08,OUT027,4663.440918
NCU30,OUT013,2683.905273
FDB16,OUT017,1396.999023
FDM16,OUT017,1242.295288
FDC48,OUT013,1340.92688
NCF18,OUT046,3129.735352
FDU46,OUT018,1212.513062
FDH41,OUT018,3086.334961
NCN42,OUT010,410.5377197
FDU49,OUT046,1369.853271
FDB20,OUT027,2175.232666
FDG50,OUT019,306.4050598
FDW20,OUT045,2054.996826
NCO55,OUT049,1670.242798
